_id,MSYMPTOMID,TOCALLDATE,Repair_time,Average_repairtime_year,Average_repairtime_all,worksheets_closed,Average_worksheets_year
65407fdf983e3aa5f5c6169d,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6169e,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6169f,Telephony,Year_2561,4,3,2,V1,208
65407fdf983e3aa5f5c616a0,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616a1,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616a2,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616a3,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616a4,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616a5,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616a6,Telephony,Year_2561,4,3,2,V1,208
65407fdf983e3aa5f5c616a7,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616a8,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616a9,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616aa,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616ab,Internet,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616ac,Others,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616ad,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616ae,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616af,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616b0,Software,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616b1,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616b2,Internet,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c616b3,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616b4,Others,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616b5,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616b6,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616b7,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616b8,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616b9,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616ba,Internet,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c616bb,Internet,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c616bc,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616bd,Internet,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616be,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616bf,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616c0,Hardware,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c616c1,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616c2,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616c3,Software,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616c4,Telephony,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c616c5,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616c6,Hardware,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c616c7,Others,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616c8,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616c9,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616ca,Hardware,Year_2561,6,3,2,V1,208
65407fdf983e3aa5f5c616cb,Others,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616cc,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616cd,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616ce,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616cf,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616d0,Software,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616d1,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616d2,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616d3,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616d4,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616d5,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616d6,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616d7,Software,Year_2561,5,3,2,V1,208
65407fdf983e3aa5f5c616d8,Hardware,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c616d9,Hardware,Year_2560,22,4,2,V3,208
65407fdf983e3aa5f5c616da,Hardware,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c616db,Hardware,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c616dc,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616dd,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616de,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616df,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616e0,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616e1,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616e2,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616e3,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616e4,Hardware,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c616e5,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616e6,Software,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616e7,Software,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616e8,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616e9,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616ea,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616eb,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616ec,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616ed,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616ee,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616ef,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616f0,Software,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616f1,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616f2,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616f3,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616f4,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616f5,Others,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c616f6,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616f7,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616f8,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616f9,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616fa,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616fb,Others,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616fc,Software,Year_2561,5,3,2,V1,208
65407fdf983e3aa5f5c616fd,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c616fe,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c616ff,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61700,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61701,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61702,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61703,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61704,Software,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c61705,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61706,Others,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c61707,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61708,Others,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c61709,Hardware,Year_2561,4,3,2,V1,208
65407fdf983e3aa5f5c6170a,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6170b,Others,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6170c,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6170d,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6170e,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6170f,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61710,Internet,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61711,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61712,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61713,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61714,Others,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61715,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61716,Hardware,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c61717,Hardware,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c61718,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61719,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6171a,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6171b,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6171c,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6171d,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6171e,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6171f,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61720,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61721,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61722,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61723,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61724,Hardware,Year_2561,4,3,2,V1,208
65407fdf983e3aa5f5c61725,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61726,Others,Year_2561,7,3,2,V1,208
65407fdf983e3aa5f5c61727,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61728,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61729,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6172a,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6172b,Internet,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6172c,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6172d,Internet,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6172e,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6172f,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61730,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61731,Hardware,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c61732,Hardware,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c61733,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61734,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61735,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61736,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61737,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61738,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61739,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6173a,Internet,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6173b,Internet,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6173c,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6173d,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6173e,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6173f,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61740,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61741,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61742,Hardware,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c61743,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61744,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61745,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61746,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61747,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61748,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61749,Others,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6174a,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6174b,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6174c,Internet,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6174d,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6174e,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6174f,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61750,Telephony,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c61751,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61752,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61753,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61754,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61755,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61756,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61757,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61758,Hardware,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c61759,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6175a,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6175b,Internet,Year_2561,4,3,2,V1,208
65407fdf983e3aa5f5c6175c,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6175d,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6175e,Hardware,Year_2561,6,3,2,V1,208
65407fdf983e3aa5f5c6175f,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61760,Telephony,Year_2561,6,3,2,V1,208
65407fdf983e3aa5f5c61761,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61762,Internet,Year_2561,5,3,2,V1,208
65407fdf983e3aa5f5c61763,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61764,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61765,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61766,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61767,Hardware,Year_2561,6,3,2,V1,208
65407fdf983e3aa5f5c61768,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61769,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6176a,Hardware,Year_2561,4,3,2,V1,208
65407fdf983e3aa5f5c6176b,Hardware,Year_2561,4,3,2,V1,208
65407fdf983e3aa5f5c6176c,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6176d,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6176e,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6176f,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61770,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61771,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61772,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61773,Hardware,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c61774,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61775,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61776,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61777,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61778,Others,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61779,Internet,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6177a,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6177b,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6177c,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6177d,Hardware,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c6177e,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6177f,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61780,Software,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c61781,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61782,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61783,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61784,Hardware,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c61785,Others,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61786,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61787,Internet,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61788,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61789,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6178a,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6178b,Internet,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6178c,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6178d,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6178e,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6178f,Telephony,Year_2561,5,3,2,V1,208
65407fdf983e3aa5f5c61790,Others,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61791,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61792,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61793,Internet,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c61794,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61795,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61796,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61797,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61798,Internet,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c61799,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6179a,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c6179b,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6179c,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6179d,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c6179e,Software,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c6179f,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617a0,Internet,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c617a1,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617a2,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617a3,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617a4,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617a5,Others,Year_2561,12,3,2,V2,208
65407fdf983e3aa5f5c617a6,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617a7,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617a8,Internet,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c617a9,Others,Year_2561,18,3,2,V3,208
65407fdf983e3aa5f5c617aa,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617ab,Internet,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c617ac,Hardware,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c617ad,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617ae,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617af,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c617b0,Hardware,Year_2561,15,3,2,V3,208
65407fdf983e3aa5f5c617b1,Hardware,Year_2561,15,3,2,V3,208
65407fdf983e3aa5f5c617b2,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617b3,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617b4,Software,Year_2561,8,3,2,V2,208
65407fdf983e3aa5f5c617b5,Hardware,Year_2561,8,3,2,V2,208
65407fdf983e3aa5f5c617b6,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617b7,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617b8,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c617b9,Internet,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c617ba,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617bb,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617bc,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617bd,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617be,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617bf,Hardware,Year_2561,13,3,2,V2,208
65407fdf983e3aa5f5c617c0,Hardware,Year_2561,13,3,2,V2,208
65407fdf983e3aa5f5c617c1,Hardware,Year_2561,13,3,2,V2,208
65407fdf983e3aa5f5c617c2,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617c3,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617c4,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617c5,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617c6,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617c7,Internet,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c617c8,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617c9,Others,Year_2561,6,3,2,V1,208
65407fdf983e3aa5f5c617ca,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617cb,Software,Year_2561,6,3,2,V1,208
65407fdf983e3aa5f5c617cc,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617cd,Telephony,Year_2561,5,3,2,V1,208
65407fdf983e3aa5f5c617ce,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617cf,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617d0,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617d1,Software,Year_2561,5,3,2,V1,208
65407fdf983e3aa5f5c617d2,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617d3,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617d4,Internet,Year_2561,4,3,2,V1,208
65407fdf983e3aa5f5c617d5,Hardware,Year_2561,6,3,2,V1,208
65407fdf983e3aa5f5c617d6,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617d7,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617d8,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617d9,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617da,Telephony,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c617db,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617dc,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617dd,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617de,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617df,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617e0,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617e1,Telephony,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c617e2,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617e3,Internet,Year_2561,3,3,2,V1,208
65407fdf983e3aa5f5c617e4,Hardware,Year_2561,6,3,2,V1,208
65407fdf983e3aa5f5c617e5,Telephony,Year_2561,7,3,2,V1,208
65407fdf983e3aa5f5c617e6,Software,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c617e7,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617e8,Software,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c617e9,Hardware,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c617ea,Hardware,Year_2561,6,3,2,V1,208
65407fdf983e3aa5f5c617eb,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617ec,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617ed,Internet,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c617ee,Software,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617ef,Hardware,Year_2561,10,3,2,V2,208
65407fdf983e3aa5f5c617f0,Telephony,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617f1,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617f2,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617f3,Hardware,Year_2561,2,3,2,V1,208
65407fdf983e3aa5f5c617f4,Software,Year_2561,6,3,2,V1,208
65407fdf983e3aa5f5c617f5,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617f6,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617f7,Telephony,Year_2561,14,3,2,V2,208
65407fdf983e3aa5f5c617f8,Hardware,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c617f9,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617fa,Hardware,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617fb,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617fc,Internet,Year_2561,1,3,2,V1,208
65407fdf983e3aa5f5c617fd,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617fe,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c617ff,Internet,Year_2561,0,3,2,V1,208
65407fdf983e3aa5f5c61800,Internet,Year_2561,0,3,2,V1,208
